Date,S&P500,Obligations,Bitcoin,Ethereum,BNB,UNI,USDT
2024-01-01,,,44167.33203125,2352.327880859375,314.4082946777344,0.0002209999947808683,1.0003679990768433
2024-01-02,4742.830078125,91.53819274902344,44957.96875,2355.83642578125,312.10382080078125,0.00022499999613501132,1.0005069971084595
2024-01-03,4704.81005859375,91.7574234008789,42848.17578125,2210.761962890625,316.6612854003906,0.00021399999968707561,1.0006569623947144
2024-01-04,4688.68017578125,91.20454406738281,44179.921875,2269.0380859375,323.6000061035156,0.0002209999947808683,1.0010319948196411
2024-01-05,4697.240234375,90.87092590332031,44162.69140625,2268.647216796875,317.4502868652344,0.0002209999947808683,1.000877022743225
2024-01-06,,,43989.1953125,2241.624755859375,307.79449462890625,0.00022000000171829015,1.0005919933319092
2024-01-07,,,43943.09765625,2222.865966796875,302.8905334472656,0.00022000000171829015,1.0006070137023926
2024-01-08,4763.5400390625,91.17596435546875,46970.50390625,2333.03271484375,304.5003967285156,0.00023499999952036887,1.0005990266799927
2024-01-09,4756.5,91.13782501220703,46139.73046875,2344.8271484375,300.9761047363281,0.00018899999849963933,1.0001660585403442
2024-01-10,4783.4501953125,90.99485778808594,46627.77734375,2582.103515625,305.0968322753906,0.00019099999917671084,1.000223994255066
2024-01-11,4780.240234375,91.4809799194336,46368.5859375,2619.619140625,308.7015075683594,0.0001900000061141327,1.0002470016479492
2024-01-12,4783.830078125,91.72883605957031,42853.16796875,2524.460205078125,296.6304626464844,0.00017600000137463212,0.999908983707428
2024-01-13,,,42842.3828125,2576.597900390625,302.227294921875,0.00017600000137463212,0.9999759793281555
2024-01-14,,,41796.26953125,2472.2412109375,299.05133056640625,0.00017100000695791095,0.9994900226593018
2024-01-15,,,42511.96875,2511.36376953125,317.5672607421875,0.0001740000006975606,0.9997230172157288
2024-01-16,4765.97998046875,90.98532104492188,43154.9453125,2587.691162109375,315.22625732421875,0.00017699999443721026,0.9998689889907837
2024-01-17,4739.2099609375,90.68981170654297,42742.65234375,2528.369384765625,309.08538818359375,0.00017499999376013875,0.9991880059242249
2024-01-18,4780.93994140625,90.4896469116211,41262.05859375,2467.018798828125,313.2928771972656,0.00016900000628083944,0.9992049932479858
2024-01-19,4839.81005859375,90.49917602539062,41618.40625,2489.49853515625,314.3004455566406,0.00017100000695791095,0.9991859793663025
2024-01-20,,,41665.5859375,2469.589111328125,316.96038818359375,0.00017100000695791095,0.9993109703063965
2024-01-21,,,41545.78515625,2453.9130859375,318.3186950683594,0.00016999999934341758,0.999439001083374
2024-01-22,4850.43017578125,90.77560424804688,39507.3671875,2310.826416015625,305.43701171875,0.00016199999663513154,0.9988530278205872
2024-01-23,4864.60009765625,90.54682159423828,39845.55078125,2240.68603515625,298.4039001464844,0.0001630000042496249,0.9992470145225525
2024-01-24,4868.5498046875,90.28945922851562,40077.07421875,2233.561767578125,293.0914306640625,0.00016399999731220305,0.999737024307251
2024-01-25,4894.16015625,90.6802749633789,39933.80859375,2217.710205078125,291.9192810058594,0.00016399999731220305,0.9997169971466064
2024-01-26,4890.97021484375,90.51824188232422,41816.87109375,2267.19970703125,302.3179931640625,0.00017100000695791095,0.9999859929084778
2024-01-27,,,42120.0546875,2267.885986328125,305.8248291015625,0.00017299999308306724,1.000046968460083
2024-01-28,,,42035.59375,2257.208740234375,304.9756164550781,0.0001720000000204891,1.0000009536743164
2024-01-29,4927.93017578125,91.06156921386719,43288.24609375,2317.064208984375,310.7080078125,0.00017699999443721026,1.0001250505447388
2024-01-30,4924.97021484375,91.18549346923828,42952.609375,2344.49365234375,307.4627380371094,0.00017600000137463212,1.0000280141830444
2024-01-31,4845.64990234375,91.94808197021484,42582.60546875,2282.54443359375,300.35107421875,0.00017499999376013875,1.0000280141830444
2024-02-01,4906.18994140625,92.51758575439453,43075.7734375,2303.82470703125,300.1759033203125,0.00017699999443721026,0.9999330043792725
2024-02-02,4958.60986328125,91.3135757446289,43185.859375,2308.0380859375,301.15496826171875,0.00017699999443721026,0.9997140169143677
2024-02-03,,,42992.25,2296.038330078125,299.7367248535156,0.00017600000137463212,0.999809980392456
2024-02-04,,,42583.58203125,2289.546142578125,304.7341613769531,0.00017499999376013875,0.9997199773788452
2024-02-05,4942.81005859375,90.42489624023438,42658.66796875,2298.888916015625,300.8540344238281,0.00017499999376013875,0.9987949728965759
2024-02-06,4954.22998046875,90.91223907470703,43084.671875,2372.201904296875,302.71014404296875,0.00017699999443721026,0.9999819993972778
2024-02-07,4995.06005859375,90.74980926513672,44318.22265625,2423.7451171875,307.63458251953125,0.00018200000340584666,0.9998239874839783
2024-02-08,4997.91015625,90.45356750488281,45301.56640625,2419.906494140625,318.87188720703125,0.00018600000475998968,1.000195026397705
2024-02-09,5026.60986328125,90.29112243652344,47147.19921875,2487.515625,323.84228515625,0.00019299999985378236,1.0004899501800537
2024-02-10,,,47771.27734375,2501.228271484375,323.1338806152344,0.000195999993593432,1.0003180503845215
2024-02-11,,,48293.91796875,2507.570556640625,320.78753662109375,0.00019799999427050352,1.0002789497375488
2024-02-12,5021.83984375,90.37712860107422,49958.22265625,2658.115966796875,327.9446105957031,0.00020500000391621143,1.0002789497375488
2024-02-13,4953.169921875,89.38333892822266,49742.44140625,2642.185302734375,324.86822509765625,0.00020399999630171806,1.0005919933319092
2024-02-14,5000.6201171875,89.71780395507812,51826.6953125,2777.90234375,334.2459716796875,0.00021300000662449747,1.000931978225708
2024-02-15,5029.72998046875,89.96623229980469,51938.5546875,2824.37890625,354.7108154296875,0.00021300000662449747,1.0009440183639526
2024-02-16,5005.56982421875,89.574462890625,52160.203125,2803.69140625,360.890380859375,0.00021399999968707561,1.0006519556045532
2024-02-17,,,51662.99609375,2786.672607421875,352.9081115722656,0.0002119999990100041,1.000359058380127
2024-02-18,,,52122.546875,2878.998046875,349.6799621582031,0.00021399999968707561,1.000236988067627
2024-02-19,,,51779.14453125,2943.57470703125,351.8070983886719,0.0002119999990100041,1.0001020431518555
2024-02-20,4975.509765625,89.72734069824219,52284.875,3013.503662109375,354.8639221191406,0.00021399999968707561,1.0001699924468994
2024-02-21,4981.7998046875,89.44066619873047,51839.1796875,2970.35546875,378.5373229980469,0.00021300000662449747,1.0000139474868774
2024-02-22,5087.02978515625,89.45023345947266,51304.97265625,2971.00732421875,382.009765625,0.0002099999983329326,0.9993600249290466
2024-02-23,5088.7998046875,89.86112213134766,50731.94921875,2921.658203125,375.319091796875,0.00020799999765586108,0.9998980164527893
2024-02-24,,,51571.1015625,2992.385986328125,381.7427978515625,0.00021100000594742596,1.000059962272644
2024-02-25,,,51733.23828125,3112.697265625,388.5517272949219,0.0002119999990100041,0.9999039769172668
2024-02-26,5069.52978515625,89.72734069824219,54522.40234375,3178.99365234375,401.6438903808594,0.0002229999954579398,1.0007179975509644
2024-02-27,5078.18017578125,89.52665710449219,57085.37109375,3244.519287109375,394.9956359863281,0.00023400000645779073,1.0003540515899658
2024-02-28,5069.759765625,89.8515625,62504.7890625,3385.703857421875,415.7716064453125,0.00040600000647827983,1.001060962677002
2024-02-29,5096.27001953125,90.03312683105469,61198.3828125,3341.919677734375,399.7787170410156,0.0002699999895412475,1.0004019737243652
2024-03-01,5137.080078125,90.44416046142578,62440.6328125,3435.053955078125,407.8107604980469,0.0002749999985098839,1.0006779432296753
2024-03-02,,,62029.84765625,3422.0498046875,410.9858703613281,0.0002730000123847276,1.0006059408187866
2024-03-03,,,63167.37109375,3490.99365234375,414.3810729980469,0.00027799999224953353,1.0004509687423706
2024-03-04,5130.9501953125,90.24295043945312,68330.4140625,3630.433837890625,419.0354309082031,0.0003009999927598983,1.001291036605835
2024-03-05,5078.64990234375,90.79862976074219,63801.19921875,3554.964599609375,394.6617431640625,0.00019200000679120421,1.0013079643249512
2024-03-06,5104.759765625,91.01900482177734,66106.8046875,3819.226318359375,429.011962890625,0.00019799999427050352,1.000445008277893
2024-03-07,5157.35986328125,91.17230987548828,66925.484375,3874.34765625,475.2906494140625,0.00021399999968707561,1.0014009475708008
2024-03-08,5123.68994140625,91.2393569946289,68300.09375,3892.06103515625,488.09417724609375,0.00021899999410379678,1.0021899938583374
2024-03-09,,,68498.8828125,3915.4189453125,489.56182861328125,0.00021899999410379678,1.0021530389785767
2024-03-10,,,69019.7890625,3881.193115234375,529.374755859375,0.00022000000171829015,1.0009939670562744
2024-03-11,5117.93994140625,91.12438201904297,72123.90625,4066.445068359375,522.718017578125,0.00023099999816622585,1.0002750158309937
2024-03-12,5175.27001953125,90.750732421875,71481.2890625,3980.273193359375,537.86572265625,0.00022899999748915434,1.0000920295715332
2024-03-13,5165.31005859375,90.54954528808594,73083.5,4006.45703125,630.5613403320312,0.00023400000645779073,1.0005170106887817
2024-03-14,5150.47998046875,89.87885284423828,71396.59375,3883.140380859375,602.9887084960938,0.00022899999748915434,0.9996790289878845
2024-03-15,5117.08984375,89.7255859375,69403.7734375,3735.22021484375,632.8027954101562,0.00022200000239536166,1.0001239776611328
2024-03-16,,,65315.1171875,3522.860107421875,576.7752075195312,0.00020900000527035445,0.999243974685669
2024-03-17,,,68390.625,3642.4130859375,571.0855712890625,0.00021899999410379678,0.9993709921836853
2024-03-18,5149.419921875,89.62017822265625,67548.59375,3517.985107421875,554.55712890625,0.00021699999342672527,0.9999160170555115
2024-03-19,5178.509765625,89.87885284423828,61912.7734375,3157.6181640625,507.0765686035156,0.00019799999427050352,0.9994800090789795
2024-03-20,5224.6201171875,90.08965301513672,67913.671875,3513.39306640625,556.7005004882812,0.00021699999342672527,1.0002590417861938
2024-03-21,5241.52978515625,90.09923553466797,65491.390625,3492.9912109375,553.2482299804688,0.0002099999983329326,0.9998049736022949
2024-03-22,5234.18017578125,90.53995513916016,63778.76171875,3333.68798828125,551.778564453125,0.00020300000323913991,1.0002659559249878
2024-03-23,,,64062.203125,3336.593994140625,551.8795166015625,0.00020500000391621143,1.000303030014038
2024-03-24,,,67234.171875,3454.636474609375,567.9948120117188,0.00021499999274965376,0.9999840259552002
2024-03-25,5218.18994140625,90.30043029785156,69958.8125,3590.8837890625,587.4276123046875,0.00022400000307243317,1.0002230405807495
2024-03-26,5203.580078125,90.4345703125,69987.8359375,3587.5048828125,580.1505126953125,0.00022400000307243317,1.0000189542770386
2024-03-27,5248.490234375,90.77946472167969,69455.34375,3500.115234375,574.5115966796875,0.0002229999954579398,0.9996470212936401
2024-03-28,5254.35009765625,90.69324493408203,70744.953125,3561.2939453125,583.2708740234375,0.00022600000374950469,1.000100016593933
2024-03-29,,,69892.828125,3511.80615234375,612.657958984375,0.00022400000307243317,1.0004899501800537
2024-03-30,,,69645.3046875,3507.9443359375,601.016357421875,0.0002229999954579398,1.000430941581726
2024-03-31,,,71333.6484375,3647.8564453125,606.9086303710938,0.0002280000044265762,1.000040054321289
2024-04-01,5243.77001953125,89.87265014648438,69702.1484375,3505.030029296875,576.3966674804688,0.0002229999954579398,1.0004119873046875
2024-04-02,5205.81005859375,89.68046569824219,65446.97265625,3277.234619140625,550.6814575195312,0.00020900000527035445,1.0002260208129883
2024-04-03,5211.490234375,89.7861557006836,65980.8125,3311.44189453125,562.0196533203125,0.00021100000594742596,1.0003180503845215
2024-04-04,5147.2099609375,90.09364318847656,68508.84375,3330.04052734375,585.4415283203125,0.00021899999410379678,1.0003830194473267
2024-04-05,5204.33984375,89.49790954589844,67837.640625,3318.88525390625,578.9669189453125,0.00021699999342672527,1.0002739429473877
2024-04-06,,,68896.109375,3354.183837890625,585.966796875,0.0002209999947808683,1.000223994255066
2024-04-07,,,69362.5546875,3453.49462890625,584.1021728515625,0.00022200000239536166,0.9999240040779114
2024-04-08,5202.39013671875,89.29610443115234,71631.359375,3695.292724609375,586.9009399414062,0.00026500000967644155,1.0001660585403442
2024-04-09,5209.91015625,89.65164184570312,69139.015625,3505.163330078125,580.830322265625,0.00020799999765586108,0.999763011932373
2024-04-10,5160.64013671875,88.46012878417969,70587.8828125,3543.737060546875,610.0839233398438,0.0002119999990100041,1.0001169443130493
2024-04-11,5199.06005859375,88.335205078125,70060.609375,3505.247802734375,604.893798828125,0.0002099999983329326,1.0005500316619873
2024-04-12,5123.41015625,88.70035552978516,67195.8671875,3243.034912109375,596.380126953125,0.00020199999562464654,1.0004479885101318
2024-04-13,,,63821.47265625,3004.900390625,554.2998046875,0.00019200000679120421,1.0012129545211792
2024-04-14,,,65738.7265625,3156.94189453125,567.2184448242188,0.00019700000120792538,1.00108003616333
2024-04-15,5061.81982421875,88.1334228515625,63426.2109375,3101.600341796875,552.87451171875,0.0001900000061141327,1.0003770589828491
2024-04-16,5051.41015625,87.78748321533203,63811.86328125,3084.920166015625,537.829345703125,0.00019099999917671084,1.000393033027649
2024-04-17,5022.2099609375,88.3448257446289,61276.69140625,2984.7275390625,534.416015625,0.00018400000408291817,0.9999939799308777
2024-04-18,5011.1201171875,88.03733825683594,63512.75390625,3066.027587890625,552.172119140625,0.0001900000061141327,1.0005509853363037
2024-04-19,4967.22998046875,88.15264129638672,63843.5703125,3059.278564453125,554.8892822265625,0.00019200000679120421,1.000594973564148
2024-04-20,,,64994.44140625,3157.627197265625,570.9605102539062,0.00019500000053085387,1.0004290342330933
2024-04-21,,,64926.64453125,3147.28857421875,579.6199340820312,0.00019500000053085387,1.0002130270004272
2024-04-22,5010.60009765625,88.16224670410156,66837.6796875,3201.652099609375,605.5755004882812,0.00019999999494757503,1.0003360509872437
2024-04-23,5070.5498046875,88.27755737304688,66407.2734375,3219.91162109375,606.8406372070312,0.00019999999494757503,1.0000929832458496
2024-04-24,5071.6298828125,88.00849151611328,64276.8984375,3139.80517578125,608.0861206054688,0.00019299999985378236,0.9998019933700562
2024-04-25,5048.419921875,87.67218780517578,64481.70703125,3156.509521484375,614.0050048828125,0.0001939999929163605,0.9998270273208618
2024-04-26,5099.9599609375,87.91242218017578,63755.3203125,3130.164794921875,597.7054443359375,0.00019200000679120421,0.9997000098228455
2024-04-27,,,63419.140625,3252.168212890625,595.7205200195312,0.0001900000061141327,0.9993939995765686
2024-04-28,,,63113.23046875,3262.774658203125,600.0711669921875,0.00018899999849963933,0.9997320175170898
2024-04-29,5116.169921875,88.26792907714844,63841.12109375,3215.428955078125,592.8312377929688,0.00019099999917671084,0.9997130036354065
2024-04-30,5035.68994140625,87.8547592163086,60636.85546875,3012.286865234375,578.488037109375,0.00018200000340584666,0.9991620182991028
2024-05-01,5018.39013671875,88.20267486572266,58254.01171875,2969.78466796875,561.408203125,0.00017499999376013875,0.9985569715499878
2024-05-02,5064.2001953125,88.6170883178711,59123.43359375,2988.16845703125,560.5267333984375,0.00017699999443721026,1.00005304813385
2024-05-03,5127.7900390625,89.10859680175781,62889.8359375,3103.5419921875,587.0104370117188,0.00018899999849963933,1.0005470514297485
2024-05-04,,,63891.47265625,3117.576416015625,585.8465576171875,0.00019200000679120421,1.000148057937622
2024-05-05,,,64031.1328125,3137.2490234375,592.140380859375,0.00019200000679120421,1.0002540349960327
2024-05-06,5180.740234375,89.18569946289062,63161.94921875,3062.728759765625,588.4759521484375,0.0001900000061141327,1.0000380277633667
2024-05-07,5187.7001953125,89.4170150756836,62334.81640625,3006.5771484375,577.4862060546875,0.00018699999782256782,1.0
2024-05-08,5187.669921875,89.16642761230469,61187.94140625,2973.6572265625,588.1974487304688,0.00018400000408291817,0.999584972858429
2024-05-09,5214.080078125,89.436279296875,63049.9609375,3036.0205078125,596.031982421875,0.00018899999849963933,0.9998679757118225
2024-05-10,5222.68017578125,89.14715576171875,60792.77734375,2909.791259765625,585.6221923828125,0.00018200000340584666,0.9998610019683838
2024-05-11,,,60793.7109375,2911.60205078125,592.0278930664062,0.00018200000340584666,0.9997590184211731
2024-05-12,,,61448.39453125,2928.701904296875,594.424560546875,0.0001849999971454963,0.9995660185813904
2024-05-13,5221.419921875,89.253173828125,62901.44921875,2949.359619140625,591.60693359375,0.00018899999849963933,0.9998559951782227
2024-05-14,5246.68017578125,89.51338195800781,61552.7890625,2881.157958984375,566.70703125,0.0001849999971454963,0.9995920062065125
2024-05-15,5308.14990234375,90.18801879882812,66267.4921875,3037.056640625,582.0743408203125,0.0001990000018849969,1.0005470514297485
2024-05-16,5297.10009765625,90.01454162597656,65231.58203125,2945.131103515625,569.1902465820312,0.000195999993593432,1.0000979900360107
2024-05-17,5303.27001953125,89.73504638671875,67051.875,3094.11865234375,581.1783447265625,0.0002010000025620684,1.0003999471664429
2024-05-18,,,66940.8046875,3122.948974609375,580.4811401367188,0.0002010000025620684,1.0002059936523438
2024-05-19,,,66278.3671875,3071.843017578125,574.6316528320312,0.0001990000018849969,0.9999120235443115
2024-05-20,5308.1298828125,89.6001205444336,71448.1953125,3663.85546875,600.6163330078125,0.00021399999968707561,1.0000979900360107
2024-05-21,5321.41015625,89.83141326904297,70136.53125,3789.312744140625,618.4204711914062,0.00021100000594742596,0.999879002571106
2024-05-22,5307.009765625,89.71576690673828,69122.3359375,3737.2177734375,614.671875,0.00020799999765586108,0.999455988407135
2024-05-23,5267.83984375,89.39772033691406,67929.5625,3776.92724609375,598.6708374023438,0.00020399999630171806,0.9995790123939514
2024-05-24,5304.72021484375,89.51338195800781,68526.1015625,3726.9345703125,600.2258911132812,0.00013699999544769526,0.999809980392456
2024-05-25,,,69265.9453125,3749.236572265625,602.1944580078125,0.00013899999612476677,0.9998850226402283
2024-05-26,,,68518.09375,3825.8974609375,599.825927734375,0.00013699999544769526,0.9995279908180237
2024-05-27,,,69394.5546875,3892.0068359375,603.5264282226562,0.00013899999612476677,0.9992120265960693
2024-05-28,5306.0400390625,89.0122299194336,68296.21875,3840.25634765625,601.2132568359375,0.00013699999544769526,0.9989020228385925
2024-05-29,5266.9501953125,88.57853698730469,67578.09375,3763.196533203125,594.9720458984375,0.00013499999477062374,0.9987620115280151
2024-05-30,5235.47998046875,89.0218734741211,68364.9921875,3746.849609375,595.0267944335938,0.00013699999544769526,0.9996579885482788
2024-05-31,5277.509765625,89.436279296875,67491.4140625,3760.026611328125,593.5223388671875,0.00013499999477062374,0.9989950060844421
2024-06-01,,,67706.9375,3813.198974609375,601.30419921875,0.00013499999477062374,0.9992920160293579
2024-06-02,,,67751.6015625,3780.89599609375,603.026611328125,0.00013499999477062374,0.9994029998779297
2024-06-03,5283.39990234375,90.02205657958984,68804.78125,3766.38916015625,626.4329833984375,0.00013800000306218863,0.9997990131378174
2024-06-04,5291.33984375,90.51502990722656,70567.765625,3812.515869140625,686.201416015625,0.00014099999680183828,1.0002180337905884
2024-06-05,5354.02978515625,90.84368896484375,71082.8203125,3864.260986328125,698.889404296875,0.00014200000441633165,1.0001139640808105
2024-06-06,5352.9599609375,90.8050308227539,70757.1640625,3811.60595703125,710.4640502929688,0.00014200000441633165,0.999521017074585
2024-06-07,5346.990234375,89.84805297851562,69342.5859375,3678.629150390625,683.3609619140625,0.00013899999612476677,0.9996240139007568
2024-06-08,,,69305.7734375,3680.949951171875,682.6651611328125,0.00013899999612476677,0.9999189972877502
